Sl no.,GSTIN/UIN of Customer,Name of the Customer,Invoice No.,Is Memo,Invoice Date,Invoice Val,HSN,Product Name,Taxable Val,SGST/UTGST Rate,SGST/UTGST(Rs), CGST Rate,CGST(Rs),IGST Rate,IGST(Rs),CESS Rate,CESS(Rs),ADDITIONAL CESS Rate,ADDITIONAL CESS(Rs),Pos(State Code),UOM,QTY,RATE,Payment Mode
5231,,,4122011996,0,13/07/2022,120,2103,Chings Green Chilli Sauce 90Gm Pouch,17.86,6.0%,1.07,6.0%,1.07,-,-,-,-,-,-,27,PC,1,20.0,Cash
5232,,,4122011996,0,13/07/2022,120,2103,Chings Dark Soya Sauce 90Gm Pouch,17.86,6.0%,1.07,6.0%,1.07,-,-,-,-,-,-,27,PC,1,20.0,Cash
5233,,,4122011996,0,13/07/2022,120,2103,Chings Secret Red Chilli Sauce 90G,17.86,6.0%,1.07,6.0%,1.07,-,-,-,-,-,-,27,PC,1,20.0,Cash
5234,,,4122011996,0,13/07/2022,120,1103,Weikfield Cornflour 100 GM,26.8,6.0%,1.6,6.0%,1.6,-,-,-,-,-,-,27,PC,1,30.0,Cash
5235,,,4122011996,0,13/07/2022,120,,Food Rite Shezwan Chuteny,30,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,30.0,Cash
5236,,,4122011997,0,13/07/2022,268,0405,Amul Pasteurised Butter 100 And,92.86,6.0%,5.57,6.0%,5.57,-,-,-,-,-,-,27,PC,2,52.0,Cash
5237,,,4122011997,0,13/07/2022,268,3923,Shalimar Medium Garbage Bag ,139,9.0%,12.5,9.0%,12.5,-,-,-,-,-,-,27,PC,2,82.0,Cash
5238,,,4122011998,0,13/07/2022,45,1004,Bagrrys White oats 200 gm,42.86,2.5%,1.07,2.5%,1.07,-,-,-,-,-,-,27,PC,1,45.0,Cash
5239,,,4122011999,0,13/07/2022,415,,whole wheat bread,35,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,35.0,Cash
5240,,,4122011999,0,13/07/2022,415,,Shreenath Rosemary,20,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,20.0,Cash
5241,,,4122011999,0,13/07/2022,415,,Shreenath Mushrooms  ,50,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,50.0,Cash
5242,,,4122011999,0,13/07/2022,415,,Nutoras Parmesan Cheese,276.8,6.0%,16.6,6.0%,16.6,-,-,-,-,-,-,27,PC,1,310.0,Cash
5243,,,4122012000,0,13/07/2022,50,21069099,Orbit Sweetmint Sugar Free Chewing Gum,42.38,9.0%,3.81,9.0%,3.81,-,-,-,-,-,-,27,PC,1,50.0,Cash
5244,,,4122012001,0,13/07/2022,180,,mars,60,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,60.0,Cash
5245,,,4122012001,0,13/07/2022,180,2105,Kwality Walls Feast Chocolate 62gm,59.34,9.0%,5.33,9.0%,5.33,-,-,-,-,-,-,27,PC,2,35.0,Cash
5246,,,4122012001,0,13/07/2022,180,1806,Snickers Chocolate 25Gm,16.96,9.0%,1.52,9.0%,1.52,-,-,-,-,-,-,27,PC,1,20.0,Cash
5247,,,4122012001,0,13/07/2022,180,,Ever Green Small Sev,30,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,30.0,Cash
5248,,,4122012002,0,13/07/2022,270,,Jaambu Kerala Tomato Murukku,119.06,2.5%,2.97,2.5%,2.97,-,-,-,-,-,-,27,PC,1,125.0,Cash
5249,,,4122012002,0,13/07/2022,270,210690,Rite bite max protein chips cheese & jalapeno 45 gms,35.72,6.0%,2.14,6.0%,2.14,-,-,-,-,-,-,27,PC,1,40.0,Cash
5250,,,4122012002,0,13/07/2022,270,2106,Max Protein Peri Peri Chips,40.18,6.0%,2.41,6.0%,2.41,-,-,-,-,-,-,27,PC,1,45.0,Cash
5251,,,4122012002,0,13/07/2022,270,,Ever Greena Multigrain chees bite,60,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,2,30.0,Cash
5252,,,4122012003,0,13/07/2022,30,,Ever Greena Multigrain chees bite,30,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,30.0,Cash
5253,,,4122012004,0,13/07/2022,30,,Carry Bag,30,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,30.0,Cash
5254,,,4122012005,0,13/07/2022,1305,1905,Pizza Base Small,42.86,2.5%,1.07,2.5%,1.07,-,-,-,-,-,-,27,PC,1,45.0,Cash
5255,,,4122012005,0,13/07/2022,1305,2005,American Garden Green Olives Whole 450G,401.8,6.0%,24.1,6.0%,24.1,-,-,-,-,-,-,27,PC,2,225.0,Cash
5256,,,4122012005,0,13/07/2022,1305,09109100,Shan Ready Mix - Korma Curry 50 Gm Carton,71.44,2.5%,1.78,2.5%,1.78,-,-,-,-,-,-,27,PC,1,75.0,Cash
5257,,,4122012005,0,13/07/2022,1305,0405,Milky Mist Table Butter Salted 500 Gms,330,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,330.0,Cash
5258,,,4122012005,0,13/07/2022,1305,2103,Veeba Mint Mayonnaise 300gu,156.26,6.0%,9.37,6.0%,9.37,-,-,-,-,-,-,27,PC,1,175.0,Cash
5259,,,4122012005,0,13/07/2022,1305,2103, Veeba Cheese & Jalopeno Dip 300 gm,125.9,6.0%,7.55,6.0%,7.55,-,-,-,-,-,-,27,PC,1,141.0,Cash
5260,,,4122012005,0,13/07/2022,1305,,Veeba pasta & Pizza 310 Gm,79.48,6.0%,4.76,6.0%,4.76,-,-,-,-,-,-,27,PC,1,89.0,Cash
5261,,,4122012006,0,13/07/2022,60,,Shreenath Romain Green Lettuce ,60,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,60.0,Cash
5262,,Dunzo,4122012007,0,13/07/2022,450,,Samyang Cheese Hot Chicken Ramen Noodle 140 gm,223.22,6.0%,13.39,6.0%,13.39,-,-,-,-,-,-,27,PC,2,125.0,Cash
5263,,Dunzo,4122012007,0,13/07/2022,450,16023200,Venkys Chicken Cooked  Kheema  250gm,178.58,6.0%,10.71,6.0%,10.71,-,-,-,-,-,-,27,PC,1,200.0,Cash
5264,,,4122012008,0,13/07/2022,70,2103,Thai Red Curry paste 50 gm,62.5,6.0%,3.75,6.0%,3.75,-,-,-,-,-,-,27,PC,1,70.0,Cash
5265,,,4122012009,0,13/07/2022,30,,zubi,30,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,30.0,Cash
5266,,,4122012010,0,13/07/2022,350,1806, Lindt Excellence 85% Cocoa 100 Gm,296.62,9.0%,26.69,9.0%,26.69,-,-,-,-,-,-,27,PC,1,350.0,Cash
5267,,,4122012011,0,13/07/2022,70,220210,Sprite Soft Drink 250 Ml,16.96,9.0%,1.52,9.0%,1.52,-,-,-,-,-,-,27,PC,1,20.0,Cash
5268,,,4122012011,0,13/07/2022,70,,Cold Coffe,50,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,50.0,Cash
5269,,,4122012012,0,13/07/2022,135,19059020,Rite Bite Choco clasic bar,55.1,9.0%,4.95,9.0%,4.95,-,-,-,-,-,-,27,PC,1,65.0,Cash
5270,,,4122012012,0,13/07/2022,135,1806,Ritebite Work-Out Choco Almond 50G,59.34,9.0%,5.33,9.0%,5.33,-,-,-,-,-,-,27,PC,1,70.0,Cash
5271,,,4122012013,0,13/07/2022,79,1704,Coolberg Tamarind Beer\Non Alcoholic\Rgb 250 Ml- 24+25 Ml Free,70.54,6.0%,4.23,6.0%,4.23,-,-,-,-,-,-,27,PC,1,79.0,Cash
5272,,,4122012014,0,13/07/2022,40,220210,Thumsup Can 300Ml,28.6,14.0%,3.99,14.0%,3.99,-,-,12.0%,3.42,-,-,27,PC,1,40.0,Cash
5273,,,4122012015,0,13/07/2022,175,19059029,Max Protein  Choco Almond,148.32,9.0%,13.34,9.0%,13.34,-,-,-,-,-,-,27,PC,1,175.0,Cash
5274,,,4122012016,0,13/07/2022,80,2106,Yoga Bar Chocolate Chunk Nut 38 g,67.8,9.0%,6.1,9.0%,6.1,-,-,-,-,-,-,27,PC,2,40.0,Cash
5275,,,4122012017,0,13/07/2022,100,1806,Snickers Chocolate 25Gm,84.76,9.0%,7.62,9.0%,7.62,-,-,-,-,-,-,27,PC,5,20.0,Cash
5276,,,4122012018,0,13/07/2022,360,19059020,Dukes Wafers - Waffy (Strawberry Flavor) 75 Gm Pouch,84.76,9.0%,7.62,9.0%,7.62,-,-,-,-,-,-,27,PC,4,25.0,Cash
5277,,,4122012018,0,13/07/2022,360,0710,Mccain French Fries 540 Gms,93.76,6.0%,5.62,6.0%,5.62,-,-,-,-,-,-,27,PC,1,105.0,Cash
5278,,,4122012018,0,13/07/2022,360,1806,Snickers Chocolate 25Gm,84.76,9.0%,7.62,9.0%,7.62,-,-,-,-,-,-,27,PC,5,20.0,Cash
5279,,,4122012018,0,13/07/2022,360,19059030,Lite-N-Fit Diet Chips 90Gm,49.12,6.0%,2.94,6.0%,2.94,-,-,-,-,-,-,27,PC,1,55.0,Cash
5280,,Dunzo,4122012019,0,13/07/2022,230,220210,Red Bull 250 Ml,179.7,14.0%,25.15,14.0%,25.15,-,-,-,-,-,-,27,PC,2,115.0,Cash
5281,,,4122012020,0,13/07/2022,45,,Harima Instant Dry Yeast,40.18,6.0%,2.41,6.0%,2.41,-,-,-,-,-,-,27,PC,1,45.0,Cash
5282,,,4122012021,0,13/07/2022,100,,Shreenath Mushrooms  ,100,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,2,50.0,Cash
5283,,,4122012022,0,13/07/2022,115,,mars,60,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,60.0,Cash
5284,,,4122012022,0,13/07/2022,115,21069019,Thums Up Soft Drink 250 Ml,16.96,9.0%,1.52,9.0%,1.52,-,-,-,-,-,-,27,PC,1,20.0,Cash
5285,,,4122012022,0,13/07/2022,115,,Epigamia Chocolate,35,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,35.0,Cash
5286,,,4122012023,0,13/07/2022,170,,Hersheys chocolate milk shake,62.5,6.0%,3.75,6.0%,3.75,-,-,-,-,-,-,27,PC,2,35.0,Cash
5287,,,4122012023,0,13/07/2022,170,,Cold coffee,100,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,2,50.0,Cash
5288,,Dunzo,4122012024,0,13/07/2022,325,0406,Nutoras Parmesan Cheese Powder,290.18,6.0%,17.41,6.0%,17.41,-,-,-,-,-,-,27,PC,1,325.0,Cash
5289,,,4122012025,0,13/07/2022,455,,Food,60,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,60.0,Cash
5290,,,4122012025,0,13/07/2022,455,,Shreenath Broccoli,100,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,100.0,Cash
5291,,,4122012025,0,13/07/2022,455,,Shreenath Basil Italian  ,20,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,20.0,Cash
5292,,,4122012025,0,13/07/2022,455,,Shreenath Iceberg Lettuce ,100,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,2,50.0,Cash
5293,,,4122012025,0,13/07/2022,455,,Shreenath Capsicum Mix,125,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,125.0,Cash
5294,,,4122012025,0,13/07/2022,455,,Shreenath Mushrooms  ,50,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,50.0,Cash
5295,,,4122012026,0,13/07/2022,270,,Toy Candy,170,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,170.0,Cash
5296,,,4122012026,0,13/07/2022,270,,Harima Faluda Mix Rose,84.76,9.0%,7.62,9.0%,7.62,-,-,-,-,-,-,27,PC,2,50.0,Cash
5297,,,4122012027,0,13/07/2022,209,,bounty,100,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,2,50.0,Cash
5298,,,4122012027,0,13/07/2022,209,,Nongshim Kimchi Ramyun,97.34,6.0%,5.83,6.0%,5.83,-,-,-,-,-,-,27,PC,1,109.0,Cash
5299,,,4122012028,0,13/07/2022,25,,Maggi  Stock,25,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,25.0,Cash
5300,,,4122012029,0,13/07/2022,90,0210,Mogu Mogu Lychee Juice Drink 300ml,62.5,6.0%,3.75,6.0%,3.75,-,-,-,-,-,-,27,PC,1,70.0,Cash
5301,,,4122012029,0,13/07/2022,90,220210,Coca Cola 250Ml,16.96,9.0%,1.52,9.0%,1.52,-,-,-,-,-,-,27,PC,1,20.0,Cash
5302,,,4122012030,0,13/07/2022,85,,Weikfield Tetra Custard Vanilla 200 ml,50.86,9.0%,4.57,9.0%,4.57,-,-,-,-,-,-,27,PC,1,60.0,Cash
5303,,,4122012030,0,13/07/2022,85,,Onion,25,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,25.0,Cash
5304,,,4122012031,0,13/07/2022,295,,bonny fruit ,185,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,185.0,Cash
5305,,,4122012031,0,13/07/2022,295,,Max Protein,40,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,40.0,Cash
5306,,,4122012031,0,13/07/2022,295,1806,Almond Brital,59.34,9.0%,5.33,9.0%,5.33,-,-,-,-,-,-,27,PC,2,35.0,Cash
5307,,,4122012032,0,13/07/2022,25,,Snicker Almond 22 Gm,21.2,9.0%,1.9,9.0%,1.9,-,-,-,-,-,-,27,PC,1,25.0,Cash
5308,,Dunzo,4122012033,0,13/07/2022,950,1806,Lindor  Balls Milk 200gm,805.1,9.0%,72.45,9.0%,72.45,-,-,-,-,-,-,27,PC,1,950.0,Cash
5309,,Dunzo,4122012034,0,13/07/2022,190,,Food,75,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,75.0,Cash
5310,,Dunzo,4122012034,0,13/07/2022,190,19023090,Samyang 2X Spicy Hot Chicken Flavor Ramen 140 Gm,102.68,6.0%,6.16,6.0%,6.16,-,-,-,-,-,-,27,PC,1,115.0,Cash
5311,,,4122012035,0,13/07/2022,45,,cream roll,45,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,45.0,Cash
5312,,Dunzo,4122012036,0,13/07/2022,1057,,Shreenath Mushrooms  ,50,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,50.0,Cash
5313,,Dunzo,4122012036,0,13/07/2022,1057,0402,Amul Fresh Cream 1 Kg,162.5,6.0%,9.75,6.0%,9.75,-,-,-,-,-,-,27,PC,1,182.0,Cash
5314,,Dunzo,4122012036,0,13/07/2022,1057,2103,Zorabian Chicken Breast Bonless 450gm,550,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,2,275.0,Cash
5315,,Dunzo,4122012036,0,13/07/2022,1057,,Nutoras Sour Cream 250 Gm,245.54,6.0%,14.73,6.0%,14.73,-,-,-,-,-,-,27,PC,1,275.0,Cash
5316,,Dunzo,4122012037,0,13/07/2022,700,,Quinoa,700,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,2,350.0,Cash
5317,,,4122012038,0,13/07/2022,3078,,Carry Bag Big,30,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,30.0,Cash
5318,,,4122012038,0,13/07/2022,3078,,Kelloggs Froot Loops,900,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,900.0,Cash
5319,,,4122012038,0,13/07/2022,3078,,Lindt Lindor Assorted 200gm,677.98,9.0%,61.01,9.0%,61.01,-,-,-,-,-,-,27,PC,1,800.0,Cash
5320,,,4122012038,0,13/07/2022,3078,,Toblerone Dark Chocolate With Honey & Almonde,185,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,185.0,Cash
5321,,,4122012038,0,13/07/2022,3078,,Toblerone,185,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,185.0,Cash
5322,,,4122012038,0,13/07/2022,3078,,Oreo ,165,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,165.0,Cash
5323,,,4122012038,0,13/07/2022,3078,19053100,Cadbury Mini Oreo Krim Rasa Coklat Chocolate Flovered Cream 67G,128.92,14.0%,18.04,14.0%,18.04,-,-,-,-,-,-,27,PC,1,165.0,Cash
5324,,,4122012038,0,13/07/2022,3078,1902,Nongshim Shin Ramyun Cup Noodle Soup 68 gm,97.34,6.0%,5.83,6.0%,5.83,-,-,-,-,-,-,27,PC,1,109.0,Cash
5325,,,4122012038,0,13/07/2022,3078,,Nongshim Kimchi Ramyun,97.34,6.0%,5.83,6.0%,5.83,-,-,-,-,-,-,27,PC,1,109.0,Cash
5326,,,4122012038,0,13/07/2022,3078,1902,Koka Black Pepper Fried Noodles 85G,44.66,6.0%,2.67,6.0%,2.67,-,-,-,-,-,-,27,PC,1,50.0,Cash
5327,,,4122012038,0,13/07/2022,3078,,Max Protein,40,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,40.0,Cash
5328,,,4122012038,0,13/07/2022,3078,,Bourbon,250,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,250.0,Cash
5329,,,4122012038,0,13/07/2022,3078,,dilly,30,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,30.0,Cash
5330,,,4122012038,0,13/07/2022,3078,,Dilly Waffer Rolls,60,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,60.0,Cash
5331,,,4122012039,0,13/07/2022,220,,Toy Candy,170,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,170.0,Cash
5332,,,4122012039,0,13/07/2022,220,,"Hershey""S Kisses Milk Chocolate 36gm",42.38,9.0%,3.81,9.0%,3.81,-,-,-,-,-,-,27,PC,1,50.0,Cash
5333,,Dunzo,4122012040,0,13/07/2022,752,,Amul butter tub,94,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,94.0,Cash
5334,,Dunzo,4122012040,0,13/07/2022,752,,whole wheat bread,50,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,50.0,Cash
5335,,Dunzo,4122012040,0,13/07/2022,752,1902,Nongshim Ramyun Shin Soup Noodle,194.66,6.0%,11.67,6.0%,11.67,-,-,-,-,-,-,27,PC,2,109.0,Cash
5336,,Dunzo,4122012040,0,13/07/2022,752,,Real Thai Coconut Milk,80.36,6.0%,4.82,6.0%,4.82,-,-,-,-,-,-,27,PC,1,90.0,Cash
5337,,Dunzo,4122012040,0,13/07/2022,752,22029020,Kara. Cocinut. Milk. 200ml,62.5,6.0%,3.75,6.0%,3.75,-,-,-,-,-,-,27,PC,1,70.0,Cash
5338,,Dunzo,4122012040,0,13/07/2022,752,1901,Sumeru Atta Paratha,109.54,2.5%,2.73,2.5%,2.73,-,-,-,-,-,-,27,PC,1,115.0,Cash
5339,,Dunzo,4122012040,0,13/07/2022,752,1704,Sumeru Flaky Paratha 400 G,97.46,9.0%,8.77,9.0%,8.77,-,-,-,-,-,-,27,PC,1,115.0,Cash
5340,,,4122012041,0,13/07/2022,80,,Bread,80,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,2,40.0,Cash
5341,,,4122012042,0,13/07/2022,240,70049020,Zubi Lollies 80 Gm,71.44,6.0%,4.28,6.0%,4.28,-,-,-,-,-,-,27,PC,1,80.0,Cash
5342,,,4122012042,0,13/07/2022,240,,Zubi ,160,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,2,80.0,Cash
5343,,Dunzo,4122012043,0,13/07/2022,100,,Shreenath Mushrooms  ,100,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,2,50.0,Cash
5344,,,4122012044,0,13/07/2022,150,21069099,Orbit Speamint Bottle,42.38,9.0%,3.81,9.0%,3.81,-,-,-,-,-,-,27,PC,1,50.0,Cash
5345,,,4122012044,0,13/07/2022,150,,Sleepy Owl Mocha Bottle 200ml,89.3,6.0%,5.35,6.0%,5.35,-,-,-,-,-,-,27,PC,1,100.0,Cash
5346,,Dunzo,4122012045,0,13/07/2022,396,2103,Zorabian Lollypop 250 Gm,353.58,6.0%,21.21,6.0%,21.21,-,-,-,-,-,-,27,PC,2,198.0,Cash
5347,,,4122012046,0,13/07/2022,235,19059030,Lite-N-Fit Diet Chips 90Gm,49.12,6.0%,2.94,6.0%,2.94,-,-,-,-,-,-,27,PC,1,55.0,Cash
5348,,,4122012046,0,13/07/2022,235,210690,Lite-N-Fit [Extsnk] 200 Gm Plpch Roasted Wheat Puff,53.58,6.0%,3.21,6.0%,3.21,-,-,-,-,-,-,27,PC,1,60.0,Cash
5349,,,4122012046,0,13/07/2022,235,,Fanta Laici & Lychee,120,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,120.0,Cash
5350,,Dunzo,4122012047,0,13/07/2022,160,,Yummiez Chicken Seekh Kabab,160,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,160.0,Cash
5351,,Dunzo,4122012048,0,13/07/2022,860,1905,Hot Dog Roll,25,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,25.0,Cash
5352,,Dunzo,4122012048,0,13/07/2022,860,1905,Cocoa Multigran Bread W/Flax Sesame Melon 400gm,80,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,80.0,Cash
5353,,Dunzo,4122012048,0,13/07/2022,860,,Shreenath Peeled Garlic,30,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,30.0,Cash
5354,,Dunzo,4122012048,0,13/07/2022,860,,Shreenath Broccoli,100,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,100.0,Cash
5355,,Dunzo,4122012048,0,13/07/2022,860,,Shreenath Leafy Lettuce,60,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,60.0,Cash
5356,,Dunzo,4122012048,0,13/07/2022,860,,Shreenath Mushrooms  ,40,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,40.0,Cash
5357,,Dunzo,4122012048,0,13/07/2022,860,2103,Zorabian Chicken Breast Bonless 450gm,275,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,275.0,Cash
5358,,Dunzo,4122012048,0,13/07/2022,860,,Milky Misti Cream,55,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,55.0,Cash
5359,,Dunzo,4122012048,0,13/07/2022,860,,ginger,10,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,10.0,Cash
5360,,Dunzo,4122012048,0,13/07/2022,860,,Onion,25,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,25.0,Cash
5361,,Dunzo,4122012048,0,13/07/2022,860,,Zorabian Chicken Sausages250 Gm,142.86,6.0%,8.57,6.0%,8.57,-,-,-,-,-,-,27,PC,1,160.0,Cash
5362,,,4122012049,0,13/07/2022,648,,Weikfield Tetra Custard Vanilla 200 ml,101.7,9.0%,9.15,9.0%,9.15,-,-,-,-,-,-,27,PC,2,60.0,Cash
5363,,,4122012049,0,13/07/2022,648,19059020,Pickwick Orange Wafer Biscuits 75 Gms,21.2,9.0%,1.9,9.0%,1.9,-,-,-,-,-,-,27,PC,1,25.0,Cash
5364,,,4122012049,0,13/07/2022,648,0710,Mccain French Fries  Value Pack 938gm,165.18,6.0%,9.91,6.0%,9.91,-,-,-,-,-,-,27,PC,1,185.0,Cash
5365,,,4122012049,0,13/07/2022,648,,Mccain Emoti Bites,125,6.0%,7.5,6.0%,7.5,-,-,-,-,-,-,27,PC,1,140.0,Cash
5366,,,4122012049,0,13/07/2022,648,2106,Snapin mixed herbs 25g,70.54,6.0%,4.23,6.0%,4.23,-,-,-,-,-,-,27,PC,1,79.0,Cash
5367,,,4122012049,0,13/07/2022,648,9099,Ever Green Nomm EG Chatpata Munch 80 Gm,35.72,6.0%,2.14,6.0%,2.14,-,-,-,-,-,-,27,PC,1,40.0,Cash
5368,,,4122012049,0,13/07/2022,648,3301,Harves p/apple 28 ml,50,9.0%,4.5,9.0%,4.5,-,-,-,-,-,-,27,PC,1,59.0,Cash
5369,,,4122012050,0,13/07/2022,165,0210,Mogu Mogu Lychee Juice Drink 300ml,125,6.0%,7.5,6.0%,7.5,-,-,-,-,-,-,27,PC,2,70.0,Cash
5370,,,4122012050,0,13/07/2022,165,210690,Ramjee Corn Crackers 80 gm,23.82,2.5%,0.59,2.5%,0.59,-,-,-,-,-,-,27,PC,1,25.0,Cash
5371,,,4122012051,0,13/07/2022,480,,Kellogg's museli,330,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,330.0,Cash
5372,,,4122012051,0,13/07/2022,480,25010010,24M Rock Salt Crystals 1Kg,142.86,2.5%,3.57,2.5%,3.57,-,-,-,-,-,-,27,PC,1,150.0,Cash
5373,,,4122012052,0,13/07/2022,334,,monsters,199,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,199.0,Cash
5374,,,4122012052,0,13/07/2022,334,,PB Anar,40.18,6.0%,2.41,6.0%,2.41,-,-,-,-,-,-,27,PC,1,45.0,Cash
5375,,,4122012052,0,13/07/2022,334,22029030,Paper Boat Jamun Kala Khatta Drink 250Ml,49.12,6.0%,2.94,6.0%,2.94,-,-,-,-,-,-,27,PC,1,55.0,Cash
5376,,,4122012052,0,13/07/2022,334,22029030,PB Jaljeera 250 Ml ,31.26,6.0%,1.87,6.0%,1.87,-,-,-,-,-,-,27,PC,1,35.0,Cash
5377,,,4122012053,0,13/07/2022,20,21069019,Thums Up Soft Drink 250 Ml,16.96,9.0%,1.52,9.0%,1.52,-,-,-,-,-,-,27,PC,1,20.0,Cash
5378,,,4122012054,0,13/07/2022,1977,,Carry Bag Big,30,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,30.0,Cash
5379,,,4122012054,0,13/07/2022,1977,2007,American garden u s peanut butter chunky 340 g,266.98,6.0%,16.01,6.0%,16.01,-,-,-,-,-,-,27,PC,1,299.0,Cash
5380,,,4122012054,0,13/07/2022,1977,,Maggi  Stock,125,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,5,25.0,Cash
5381,,,4122012054,0,13/07/2022,1977,,Samyang 3x spicy 350gm,267.86,6.0%,16.07,6.0%,16.07,-,-,-,-,-,-,27,PC,2,150.0,Cash
5382,,,4122012054,0,13/07/2022,1977,9609, Meatzza Chicken Sausages 1kg,361.62,6.0%,21.69,6.0%,21.69,-,-,-,-,-,-,27,PC,1,405.0,Cash
5383,,,4122012054,0,13/07/2022,1977,0406,Milky Mist Cheese Slices 100 Gms,160.72,6.0%,9.64,6.0%,9.64,-,-,-,-,-,-,27,PC,2,90.0,Cash
5384,,,4122012054,0,13/07/2022,1977,,mustard s,149,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,149.0,Cash
5385,,,4122012054,0,13/07/2022,1977,2106,Cremica Choclate Syrup 300Ml,89,9.0%,8,9.0%,8,-,-,-,-,-,-,27,PC,1,105.0,Cash
5386,,,4122012054,0,13/07/2022,1977,0710,Mccain Smiles 450 Gms,111.62,6.0%,6.69,6.0%,6.69,-,-,-,-,-,-,27,PC,1,125.0,Cash
5387,,,4122012054,0,13/07/2022,1977,,murginns butter White butter,120,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,120.0,Cash
5388,,,4122012054,0,13/07/2022,1977,,Christopher Cocoa,99,0.0%,0,0.0%,0,-,-,-,-,-,-,27,PC,1,99.0,Cash
5389,,,4122012054,0,13/07/2022,1977,1806,Zubi Lolly,35.72,6.0%,2.14,6.0%,2.14,-,-,-,-,-,-,27,PC,1,40.0,Cash
5390,,,4122012055,0,13/07/2022,55,22029990,Hell Energy Drink 250 ml,42.98,14.0%,6.01,14.0%,6.01,-,-,-,-,-,-,27,PC,1,55.0,Cash
